case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
11262,1,3,1,0,4879,2010,2,3015.0729166666665,0,1,0
11263,2,0,1,0,5209,2004,4,4135.77625,0,1,0
11264,3,0,0,0,990,2000,3,16.084554166666667,0,1,1
11266,2,0,0,0,3222,2007,2,36.8252375,0,1,1
11267,1,3,1,0,2211,1925,1,3476.741666666667,0,1,0
11268,1,0,1,0,3294,1985,3,2470.5025,0,1,1
11269,1,0,1,0,1698,2003,3,2424.7045833333336,0,1,0
11270,1,3,0,0,3951,1962,1,1946.65625,0,1,1
11271,1,0,0,0,4781,2002,3,1969.8441666666668,0,0,0
11272,3,3,0,0,30305,2007,4,2056.91375,0,1,1
11273,1,3,1,0,926,1913,2,5318.6775,0,1,1
11274,1,0,0,0,3115,2006,2,2895.3133333333335,0,1,1
11275,1,0,1,0,4978,1999,1,1379.9099999999999,0,1,1
11277,1,2,0,0,488,1985,1,9082.074166666667,0,1,1
11278,1,0,1,0,1461,2009,2,1941.0625,0,1,0
11279,1,3,1,0,303,1971,2,4307.474166666667,0,1,1
11280,1,3,0,0,2625,1994,2,459.1145833333333,0,1,0
11281,1,0,1,0,205,2000,1,4118.685833333334,0,1,0
11282,1,2,1,0,594,2010,1,10012.58,0,1,0
11283,1,0,1,0,5476,1968,2,454.3554166666667,0,1,0
11284,2,3,1,0,122760,1897,2,3024.5454166666664,0,1,0
11285,1,2,0,0,2075,2013,1,2729.8525,0,1,0
11286,1,3,1,0,1830,1911,2,3439.7704166666667,0,1,0
11288,1,0,1,0,1666,1995,2,5515.214583333333,0,1,1
11289,2,2,1,0,1389,1991,4,2103.0204166666667,0,1,0
11290,2,2,1,0,1947,1997,4,464.0645833333333,0,1,1
11291,3,0,0,1,5718,2003,3,4307.814583333334,0,1,0
11292,2,0,0,0,4276,2007,4,4383.035,0,1,0
11293,1,3,0,0,4389,2004,1,5176.84125,0,1,0
11294,5,0,1,0,3357,1976,3,5865.309583333333,0,1,0
11295,3,3,1,0,1218,1993,3,2289.9670833333334,0,1,0
11296,1,0,1,0,1432,1995,4,3640.0441666666666,0,1,0
11297,2,1,1,1,19,2005,4,2806.5750000000003,0,1,0
11299,3,3,1,0,1045,1998,2,183.55458333333334,0,1,0
11300,1,2,0,0,2364,1968,4,4000.5825,0,1,1
11301,1,0,0,0,573,2010,3,5612.983749999999,0,1,0
11302,1,0,1,0,3061,1986,4,1706.3862499999998,0,1,0
11303,1,2,0,0,1033,2001,2,488.40291666666667,0,1,0
11304,1,3,1,0,2001,1979,3,1541.7775000000001,0,1,0
11305,1,3,1,0,4513,1986,3,2822.6079166666664,0,0,0
11306,2,0,0,0,3299,1998,3,3567.74875,0,1,0
11307,4,3,0,0,1372,2008,0,4135.369583333333,0,1,0
11308,1,3,0,0,5190,2013,3,4201.105833333333,0,1,0
11310,2,0,0,0,18551,1984,4,3565.91,0,1,0
11311,1,0,0,0,1918,2007,2,1785.6479166666668,0,1,1
11312,1,3,0,0,473,2005,1,3708.38875,0,1,0
11313,1,0,0,0,3335,1998,3,2802.235,0,1,0
11314,1,3,0,0,3661,2010,3,2396.12625,0,1,0
11315,1,0,0,0,1632,2005,1,5670.690416666667,0,1,1
11316,2,3,0,0,2344,2007,4,109.73583333333333,0,1,0
11317,1,2,1,0,2727,2008,3,2368.77,0,1,1
11318,1,0,1,0,85,1976,0,1851.82875,0,1,1
11319,1,0,0,1,4789,1981,3,3291.1,0,1,0
11321,1,0,1,0,2464,1971,2,1065.8208333333334,0,1,1
11322,1,3,1,0,108132,1881,2,2684.7933333333335,0,1,0
11323,3,0,1,0,4236,2001,3,6167.889999999999,0,1,1
11324,1,3,1,0,405,2006,1,7732.985833333333,0,1,0
11325,1,2,1,1,228,1978,3,4025.2549999999997,0,1,0
11326,2,1,0,0,4705,2000,4,2290.0529166666665,0,1,0
11327,1,0,1,0,1276,1984,4,3614.815,0,0,0
11328,1,0,1,0,2963,1963,4,3669.6425,0,1,0
11329,1,2,1,0,688,1949,3,5342.0725,0,0,0
11330,1,3,0,0,2808,1989,1,5117.8725,0,1,0
11332,3,0,1,0,1567,1974,3,203.08833333333334,0,1,1
11333,1,3,1,0,2746,1977,1,2075.7795833333334,0,1,0
11334,1,3,0,0,4261,1984,4,6029.948333333334,0,1,1
11335,1,0,0,0,412,2009,2,3661.986666666666,0,1,1
11336,1,0,0,1,1374,1995,3,1467.2720833333333,0,1,0
11337,2,2,1,0,3634,1988,2,4399.078333333334,0,1,1
11338,1,0,1,0,894,2000,3,4731.066666666667,0,1,0
11339,1,0,1,0,3769,1968,4,2104.54,0,1,0
11340,1,0,1,0,3345,1984,4,2880.00125,0,1,1
11341,1,0,1,0,2853,1982,2,5045.897083333333,0,1,0
11344,5,3,1,0,332,1996,2,4328.012916666667,0,1,1
11345,1,0,1,0,636,2000,2,1944.2704166666665,0,1,0
11346,1,1,1,0,3138,1943,3,10605.100416666666,0,1,0
11347,2,3,1,0,1725,2005,3,884.9699999999999,0,1,0
11348,2,2,1,0,770,1998,4,829.8054166666667,0,1,1
11349,3,3,1,0,3793,2005,2,1952.2129166666666,0,1,0
11350,3,3,1,0,4161,1939,4,1144.6491666666668,0,1,1
11351,1,0,1,1,3184,1986,2,2059.8250000000003,0,1,0
11352,2,0,0,0,3073,2005,1,136.95833333333334,0,1,0
11353,1,0,0,0,734,1979,0,5229.130833333334,0,1,0
11355,3,3,1,0,2308,1948,2,3602.6945833333334,0,1,0
11356,1,0,0,0,2317,2003,3,4090.4441666666667,0,1,1
11357,1,3,1,1,181,2013,3,3100.8766666666666,0,1,1
11358,1,3,0,0,3220,1909,1,28.132304166666668,0,1,0
11359,1,2,0,0,5203,2001,3,33.0054125,0,1,0
11360,2,3,0,1,370,1965,3,1130.1804166666668,0,1,0
11361,4,1,0,0,1738,2008,2,5985.014999999999,0,1,0
11362,3,3,0,0,5474,1867,4,3390.6470833333333,0,0,0
11363,1,2,1,0,1888,1986,1,2177.2175,0,1,0
11364,2,3,1,0,1508,2005,4,1073.9291666666666,0,1,0
11366,3,3,1,0,6476,1984,4,1194.8233333333333,0,1,0
11367,1,0,1,0,1948,2007,1,926.04,0,1,0
11368,3,0,1,1,1106,1986,1,7851.758333333334,0,1,0
11369,1,0,0,1,1421,2003,3,1905.8733333333332,0,1,0
11370,1,3,0,0,1392,2013,3,7325.676666666666,0,0,1
11371,3,0,0,0,104910,1990,2,5.225833333333333,0,1,0
11372,1,0,0,0,2824,1934,4,1878.3549999999998,0,1,0
11373,1,2,0,0,3130,1946,1,4627.787499999999,0,1,0
11374,2,1,0,0,3305,1999,2,2598.38375,0,1,0
11375,3,3,1,0,4014,2011,2,3910.7279166666667,0,0,0
11377,2,0,0,0,124,1996,4,660.61,0,1,0
11378,1,0,0,0,613,1999,4,6.106537500000001,0,1,1
11379,1,0,1,0,3782,1987,4,2285.9900000000002,0,1,1
11380,1,0,1,0,4619,1964,2,1173.08,0,1,0
11381,1,3,1,0,1993,1939,1,9.127916666666666,0,1,0
11382,1,0,0,1,2406,1971,3,2150.369166666667,0,1,0
11383,1,3,0,0,2008,2013,2,39.944375,0,1,1
11384,1,3,1,0,20331,1934,2,2566.1116666666667,0,1,0
11385,3,0,0,0,3002,2015,4,18.299845833333332,0,1,1
11386,1,3,0,0,1897,1978,1,7611.498333333333,0,1,0
11388,1,0,1,0,4486,2006,2,3949.5220833333333,0,1,0
11389,2,3,1,0,138797,1996,4,2431.1325,0,1,0
11390,1,0,0,0,1528,1998,1,4994.852916666667,0,1,0
11391,1,3,0,1,892,1986,4,2359.804583333333,0,1,1
11392,1,3,1,0,716,2013,3,4.367916666666667,0,1,0
11393,2,3,1,0,2410,2008,3,4007.2929166666668,0,0,0
11394,1,0,0,0,138,1994,4,4476.774166666667,0,1,0
11395,1,3,1,0,808,1933,2,4571.37,0,1,0
11396,2,3,1,0,3100,1998,2,5332.979166666667,0,1,0
11397,1,0,0,0,3650,1983,2,2332.7229166666666,0,1,0
11399,3,3,1,0,4725,2010,2,832.8304166666667,0,1,0
11400,1,3,1,0,1190,2005,2,3569.117083333333,0,1,0
11401,3,3,0,0,3192,2008,1,1912.7570833333332,0,1,0
11402,3,0,1,0,4668,1999,3,8631.98375,0,1,1
11403,1,3,1,0,759,1949,2,3199.570416666667,0,1,0
11404,1,3,1,0,535,1998,2,5501.682916666668,0,0,0
11405,3,3,0,0,3250,2006,4,3280.1704166666664,0,0,0
11406,1,1,1,1,1573,2010,3,4818.95875,0,1,0
11407,1,3,0,0,1372,2007,1,907.8070833333333,0,1,0
11408,1,0,1,0,1493,1968,3,3995.5154166666666,0,1,0
11410,1,2,1,0,1822,1993,1,5734.692916666667,0,1,0
11411,1,2,1,0,545,1987,1,1132.5041666666666,0,1,0
11412,1,0,1,0,4516,1998,4,6820.2725,0,1,1
11413,1,0,1,0,208,1998,2,3943.0983333333334,0,1,0
11414,2,3,0,0,3518,1983,3,33.015170833333336,0,1,1
11415,1,0,1,0,665,1969,2,3278.5916666666667,0,1,1
11416,1,0,0,0,21674,1982,2,1763.905,0,1,1
11417,1,3,1,0,1751,1992,1,1462.1195833333334,0,0,1
11418,2,3,1,0,1282,1997,4,3553.7341666666666,0,1,0
11419,2,3,0,0,294,2004,2,1971.1575,0,1,0
11421,1,0,1,0,1030,1996,2,523.045,0,1,0
11422,1,2,1,0,2452,2013,2,1115.2625,0,1,0
11423,1,3,0,0,4926,1855,2,15.205525,0,1,1
11424,1,0,0,0,1851,1994,3,6027.755416666667,0,1,0
11425,1,0,0,0,2120,1979,3,9223.09375,0,1,0
11426,1,0,1,0,2369,1984,2,7.782225,0,1,1
11427,1,2,1,1,1688,1983,0,1041.16,0,1,0
11428,1,0,1,0,3700,1855,1,2615.289166666667,0,1,0
11429,1,1,1,0,1119,2007,4,5254.155833333333,0,1,0
11430,2,0,1,0,1079,1973,3,96.49083333333334,0,1,0
11432,1,3,0,0,1641,2009,1,2678.1974999999998,0,1,1
11433,1,3,1,1,1491,1947,3,2787.76375,0,1,1
11434,1,3,0,0,1319,2009,2,5793.98125,0,0,0
11435,1,3,1,0,49,1919,1,5318.994583333333,0,0,0
11436,1,1,1,0,3819,2005,2,2694.2175,0,0,0
11437,1,3,1,0,119168,1980,4,4925.72,0,1,0
11438,1,1,0,1,8474,1994,3,5984.319166666667,0,1,0
11439,1,3,0,0,1800,2007,3,2976.65,0,0,0
11440,0,3,0,0,1029,1977,2,4279.9375,0,1,0
11441,1,2,0,0,1086,1847,1,3273.5862500000003,0,1,1
11443,2,0,1,1,2684,2011,2,4001.5241666666666,0,1,0
11444,1,3,0,0,252500,2004,1,2112.36625,0,1,0
11445,1,0,1,0,2076,2006,2,5301.989583333333,0,1,0
11446,1,3,1,0,4299,2004,4,1115.4958333333334,0,1,0
11447,5,0,1,0,879,1905,3,37.36272916666667,0,1,0
11448,2,0,1,0,346,2009,4,4523.725416666667,0,1,0
11449,1,3,1,0,2639,1998,2,36.66979166666667,0,1,1
11450,1,3,0,0,5993,1998,1,478.57916666666665,0,1,0
11451,1,2,1,0,4708,1997,3,2140.5208333333335,0,1,0
11452,2,0,0,1,2652,1994,4,3021.443333333333,0,1,0
11455,1,2,0,0,2505,1962,1,6601.12875,0,1,0
11456,1,0,1,0,1831,1992,3,1783.0970833333333,0,1,1
11457,1,1,0,0,945,2000,2,3735.0266666666666,0,1,1
11458,1,3,1,0,4185,2010,3,3622.5579166666666,0,1,0
11459,1,3,0,0,304,1995,1,3267.73625,0,0,0
11460,2,0,1,0,20261,2014,2,3080.7408333333333,0,1,0
11461,1,2,0,0,974,2007,1,302.1404166666667,0,1,0
11462,1,3,0,0,3649,1999,2,2818.199583333333,0,0,0
11463,1,3,0,0,1745,1993,4,31.615458333333333,0,1,1
11464,1,3,0,0,1821,2011,3,5860.685416666667,0,1,0
11466,1,3,0,0,2932,1855,1,1816.41875,0,1,0
11467,1,3,1,0,3704,2005,1,6197.156666666667,0,1,0
11468,1,3,1,0,2505,2003,2,1470.9454166666667,0,1,0
11469,1,2,1,0,1679,2010,3,4141.705833333333,0,1,0
11470,1,0,0,0,543,1993,3,2493.1475,0,1,0
11471,3,3,1,0,4372,1999,1,322.5108333333333,0,0,0
11472,2,3,1,0,4685,1997,1,1276.5945833333333,0,1,0
11473,2,0,1,0,221,1939,2,5045.114583333333,0,1,0
11474,5,0,1,0,2580,1998,4,1785.37625,0,1,0
11475,2,2,0,0,1956,1970,2,1014.4716666666667,0,1,0
11477,1,3,1,0,6215,2011,2,10295.204166666666,0,0,0
11478,1,2,1,1,1137,1979,3,1144.8616666666667,0,1,0
11479,1,3,0,0,2376,1999,3,7.504166666666666,0,1,1
11480,1,0,0,0,2750,1995,1,5364.515833333334,0,1,0
11481,1,3,1,0,4435,2006,4,2216.3425,0,1,1
11482,1,0,1,0,2646,1838,2,20.6829125,0,1,0
11483,2,1,1,1,6543,1955,4,2511.7991666666667,0,1,0
11484,1,3,1,0,3834,1914,1,7159.330416666667,0,1,0
11485,1,3,1,0,2179,1981,2,21.474966666666663,0,1,1
11486,2,1,1,0,1688,2004,4,6637.56375,0,1,0
11488,1,0,1,0,2961,1946,2,3608.8820833333334,0,1,0
11489,1,3,1,0,635,2007,3,1782.7716666666665,0,1,0
11490,2,0,0,1,1743,2010,3,3540.815,0,1,1
11491,1,2,0,0,2788,2000,3,5895.200833333333,0,1,0
11492,0,3,1,0,5137,1995,3,6080.524583333333,0,1,0
11493,1,0,0,0,1234,2002,4,1869.1358333333335,0,1,0
11494,1,3,1,0,2995,1969,1,2695.6291666666666,0,0,1
11495,1,0,0,0,967,2012,3,9.2328625,0,1,1
11496,1,3,1,0,5044,1917,2,2377.6462500000002,0,0,1
11497,1,0,0,0,3345,2003,3,2986.7570833333334,0,1,1
11499,1,3,1,1,2282,1985,4,3118.7016666666664,0,1,0
11500,2,1,0,0,3316,1947,3,1553.4616666666668,0,1,1
11501,1,0,1,0,893,2000,2,4723.710416666667,0,1,0
11502,2,1,0,0,2406,2010,4,542.0166666666667,0,1,0
11503,1,0,1,0,3096,2012,2,3744.09625,0,1,1
11504,1,2,1,0,3339,2013,3,33.045833333333334,0,1,1
11505,1,3,0,0,581468,1984,2,1724.8966666666665,0,0,0
11506,3,2,1,0,2292,1996,3,4403.70625,0,1,1
11507,1,0,1,0,54,2004,2,3767.5604166666667,0,1,1
11508,3,0,1,1,909,1907,4,3430.130833333333,0,1,0
11510,1,2,1,0,5353,1996,2,783.3233333333333,0,1,0
11511,1,0,1,0,117,1990,2,8546.953333333333,0,1,0
11512,1,2,1,0,116630,1946,3,1146.6545833333332,0,1,0
11513,1,3,1,0,2957,1992,4,2045.3254166666666,0,1,0
11514,5,2,0,0,2893,1884,3,28.748320833333334,0,1,1
11515,1,0,1,0,70245,1992,4,5196.485416666666,0,1,1
11516,1,1,0,0,3942,2004,4,3812.215833333333,0,1,0
11517,1,0,1,0,874,1878,4,161.98458333333335,0,1,0
11518,3,0,1,1,2070,1997,2,3363.2587500000004,0,1,1
11519,1,3,0,0,46152,1909,2,3387.494166666667,0,0,0
11521,3,2,1,0,1522,1994,3,68.66958333333334,0,1,0
11522,1,3,0,0,150,1937,3,4306.776666666667,0,1,0
11523,1,0,0,0,2184,1971,3,40.432383333333334,0,1,1
11524,1,0,0,0,1168,1995,4,8.1833875,0,1,1
11525,1,3,1,0,5392,1999,4,6441.58875,0,0,0
11526,1,0,1,0,2561,1997,4,3009.431666666667,0,1,1
11527,1,3,1,0,122064,1909,3,1411.6970833333335,0,1,0
11528,1,3,1,0,25904,1958,3,4784.84875,0,1,0
11529,3,2,1,1,139,1901,4,6554.63625,0,1,0
11530,1,0,0,0,3165,2006,3,6780.181250000001,0,1,1
11532,1,0,1,0,4522,1999,3,694.1579166666667,0,1,0
11533,1,2,0,0,120148,1970,3,24.0879,0,1,1
11534,1,3,0,0,3737,1997,4,3989.0975,0,1,1
11535,1,0,1,1,1018,2000,3,5107.608333333334,0,1,0
11536,1,0,0,0,2663,1991,3,916.1958333333333,0,1,0
11537,1,3,1,0,2551,1986,1,5468.108749999999,0,1,0
11538,1,3,0,0,882,1976,3,6406.011666666666,0,1,1
11539,1,3,0,0,2077,1862,2,4.745,0,1,1
11540,1,1,1,1,1680,2003,2,2963.534166666667,0,1,0
11541,1,3,0,0,2994,2005,3,4766.835,0,0,0
11543,1,1,0,0,979,1927,1,5686.115000000001,0,1,0
11544,2,1,0,1,755,2003,4,2233.8995833333333,0,1,1
11545,1,3,1,0,281,2005,4,4937.819583333333,0,1,1
11546,1,3,1,0,8366,1978,1,4963.852916666667,0,0,0
11547,2,0,1,0,1698,1968,4,2803.2258333333334,0,1,0
11548,1,0,0,0,2020,2004,2,3332.5783333333334,0,1,0
11549,0,2,0,1,790,1947,3,1311.1375,0,1,0
11550,1,3,0,1,346,2005,2,4978.62375,0,1,0
11551,3,0,1,0,3374,1966,3,1624.4037500000002,0,1,1
11552,1,3,0,0,533,1847,1,4512.57875,0,1,1
11554,1,3,0,0,4946,1969,4,880.2820833333334,0,1,0
11555,1,3,1,0,2980,1973,2,6129.644583333334,0,1,0
11556,1,0,1,0,1494,1973,4,4823.0408333333335,0,1,0
11557,2,3,1,0,4703,2005,4,827.8054166666667,0,1,0
11558,1,0,0,0,1723,2013,3,5.451250000000001,0,1,0
11559,2,0,1,0,1040,2003,4,2048.664583333333,0,1,0
11560,1,0,1,0,2384,2005,4,1308.15875,0,1,1
11561,1,0,1,0,900,2000,3,1977.4887500000002,0,1,0
11562,1,3,1,0,22649,2015,1,4098.345,0,0,0
11563,2,0,1,0,1235,1946,4,4185.1329166666665,0,1,1
11566,1,0,0,0,1280,1981,3,4849.72125,0,1,0
11567,3,3,1,0,5291,1999,2,1122.1204166666666,0,1,0
11568,3,0,1,0,1163,1963,3,4023.6866666666665,0,0,0
11569,1,2,0,0,1435,2002,4,3492.905,0,1,0
11570,1,3,0,0,4341,2006,3,2346.01125,0,1,0
11571,1,0,0,0,2263,2004,2,5067.274583333333,0,0,1
11572,3,3,0,1,2789,1855,2,3522.4841666666666,0,1,1
11573,1,3,0,0,3114,1920,3,4069.5845833333333,0,1,0
11574,2,2,0,0,3658,1966,2,207.21541666666667,0,1,0
11575,2,0,0,0,1248,1990,3,2421.06,0,1,0
11577,1,0,1,0,795,2012,3,4747.5545833333335,0,1,0
11578,1,3,0,0,84,1928,2,3961.9483333333333,0,1,0
11579,2,1,0,1,4320,2010,2,38.04083333333333,0,1,0
11580,1,2,0,0,1655,2016,2,22.458191666666664,0,1,1
11581,1,0,1,0,703,1994,2,8029.255416666667,0,1,0
11582,1,0,1,0,4086,1882,1,2633.2912499999998,0,1,0
11583,2,2,0,1,4204,2003,2,6372.000416666667,0,1,0
11584,1,3,0,0,1284,1996,3,2446.0975,0,0,1
11585,5,3,1,0,18167,2000,2,9.915908333333332,0,1,0
11586,1,0,0,0,3870,1940,2,3578.1941666666667,0,0,1
11588,1,3,0,0,2257,2012,4,6651.062083333333,0,0,1
11589,2,1,0,0,1384,2001,3,3245.179583333333,0,1,0
11590,1,0,0,0,1615,1965,2,34.3664875,0,1,1
11591,1,0,1,0,5402,2007,2,3337.616666666667,0,1,0
11592,0,2,1,0,3247,1962,3,5212.385416666667,0,1,0
11593,1,3,1,0,2290,1996,2,2477.485,0,1,1
11594,1,0,0,0,1533,1984,3,4484.567916666667,0,1,1
11595,2,2,0,0,518,1857,4,1801.6975,0,1,0
11596,2,0,0,0,3262,2007,2,3246.1554166666665,0,1,1
11597,3,3,1,0,3981,2007,2,2423.93625,0,1,0
11599,1,3,0,0,3446,1947,1,4797.600833333333,0,1,0
11600,1,3,1,0,37986,1987,1,209.10333333333332,0,1,0
11601,1,0,0,0,3783,2008,4,4588.639583333334,0,1,0
11602,1,3,0,0,1909,1991,1,3510.5537499999996,0,1,0
11603,1,0,0,0,833,2009,3,6184.793333333334,0,1,0
11604,1,0,0,0,1200,1993,2,20.3346375,0,1,1
11605,3,2,1,0,4001,1917,3,2190.1029166666667,0,0,0
11606,1,1,0,1,964,2013,3,1593.368333333333,0,1,0
11607,1,2,0,0,3817,1996,2,4347.592083333334,0,1,0
11608,5,3,0,1,162,1900,1,406.6645833333334,0,1,0
11610,3,0,0,0,2232,2013,4,2789.7329166666664,0,1,0
11611,3,3,0,0,1382,1998,1,5501.424583333333,0,1,0
11612,1,3,0,0,1244,1993,4,3708.478333333333,0,1,0
11613,5,2,1,0,2855,1989,2,5517.152916666667,0,1,0
11614,2,0,1,0,2005,2010,4,3335.025416666667,0,1,0
11615,2,1,1,0,3612,1999,2,2454.5604166666667,0,1,0
11616,1,1,1,0,4359,2007,2,2967.6354166666665,0,1,0
11617,3,3,0,0,481,2002,2,5194.09375,0,1,1
11618,2,0,0,0,993,2011,4,278.93583333333333,0,1,0
11619,2,3,1,1,2686,2000,3,3814.715,0,1,0
11621,1,0,0,0,1176,2001,3,1906.1283333333333,0,1,1
11622,1,0,0,0,1149,1992,2,3339.0345833333336,0,0,1
11623,1,2,1,0,5454,1988,3,3479.290833333333,0,1,0
11624,1,2,0,0,4219,2000,1,5177.745833333333,0,1,0
11625,1,1,1,0,2568,2007,2,1157.9737499999999,0,0,0
11626,1,3,1,0,1409,1943,4,5866.937916666667,0,0,0
11627,1,1,0,1,683,1982,3,3489.8504166666667,0,1,0
11628,1,3,1,1,1653,2001,2,5292.184166666667,0,1,0
11629,3,2,0,0,1403,2013,4,3183.0195833333332,0,1,1
11630,1,3,1,0,3881,1996,3,2261.6349999999998,0,1,0
11632,1,3,1,0,2360,1998,4,1895.4945833333334,0,1,1
11633,1,0,0,0,1299,2004,3,4553.736666666667,0,1,1
11634,1,0,0,0,3941,1984,2,9.582916666666668,0,1,1
11635,1,3,0,0,2948,1999,2,1686.655,0,1,0
11636,2,0,1,1,2325,1958,2,942.8391666666666,0,1,0
11637,3,3,0,0,1154,1977,3,2.168816666666667,0,1,1
11638,1,3,1,0,2132,1999,1,6721.641250000001,0,1,0
11639,1,0,1,0,2843,2008,4,4601.699583333333,0,0,0
11640,1,3,0,0,1919,2003,1,4105.7225,0,1,1
11641,1,0,1,0,1018,1981,3,12.209583333333333,0,1,1
11643,0,0,0,0,1634,1980,3,5098.0725,0,1,1
11644,1,2,0,0,2888,1993,2,4608.118750000001,0,1,1
11645,2,3,0,0,1887,1969,3,11.831229166666667,0,1,0
11646,1,1,1,0,4312,1917,2,1045.8929166666667,0,1,0
11647,3,0,1,0,3105,1888,2,4307.2225,0,1,0
11648,2,0,1,0,267,2013,4,263.90500000000003,0,1,0
11649,1,3,1,0,3627,2010,1,4110.067916666667,0,1,0
11650,1,0,0,0,405,1965,3,4572.651666666667,0,1,1
11651,1,3,1,0,22009,2008,2,5264.64875,0,1,0
11652,1,0,0,0,1695,2005,3,2364.8191666666667,0,1,0
11654,1,0,0,0,905,2013,3,4781.482916666667,0,1,1
11655,2,3,0,0,2184,2012,4,471.81625,0,1,0
11656,1,3,1,0,452,1997,4,6397.154583333333,0,1,0
11657,3,0,0,0,2584,1900,3,0.26377083333333334,0,1,1
11658,1,0,1,0,740,2011,4,1384.8095833333334,0,1,0
11659,3,0,1,0,456,2003,3,4942.557916666667,0,1,1
11660,1,3,1,0,2666,1985,1,4383.935,0,1,0
11661,1,3,1,0,249,1869,2,187.89666666666668,0,1,0
11662,1,0,0,0,3429,2006,2,2635.2599999999998,0,1,0
11663,2,3,1,0,216,1968,3,3334.992083333333,0,1,0
11665,1,0,0,0,2734,1974,2,18.536266666666666,0,1,1
11666,1,2,1,0,848,1989,2,102.09249999999999,0,1,0
11667,2,1,1,0,3314,1977,4,1089.1258333333333,0,1,0
11668,3,3,1,0,4658,1968,2,4223.197916666667,0,1,1
11669,1,3,1,0,1053,1980,1,5075.565833333333,0,1,0
11670,2,1,1,0,4396,1911,2,2917.3858333333333,0,1,0
11671,2,3,0,0,3181,2005,2,5691.794583333333,0,0,0
11672,1,0,1,0,4253,2010,2,7242.4608333333335,0,1,0
11673,1,2,1,0,1393,1912,1,2607.3679166666666,0,1,0
11674,1,0,1,0,3832,1983,1,5388.295416666667,0,1,0
11677,1,2,0,0,2985,2005,4,4400.12,0,0,1
11678,1,0,1,0,3023,2009,4,25.28125833333333,0,1,1
11679,2,0,1,0,1407,2000,2,39.82233333333333,0,1,1
11680,1,0,0,0,3758,2010,4,3118.322083333333,0,1,0
11681,1,3,1,1,2000,1995,3,438.91625,0,1,0
11682,1,3,1,0,1539,2010,4,4067.5499999999997,0,1,0
11683,3,0,0,0,98,2010,2,4.9725,0,1,1
11684,1,0,1,0,3168,1998,2,3002.257916666667,0,1,1
11685,2,0,1,0,1766,1807,2,1772.3633333333335,0,1,0
11686,1,0,1,0,2067,1959,2,2452.37875,0,1,0
11688,1,0,0,0,1131,1990,1,3069.914166666667,0,1,1
11689,1,0,1,0,4540,1985,4,2136.2325,0,1,1
11690,1,0,1,0,2157,2005,2,1820.0091666666667,0,1,1
11691,1,0,1,0,3261,2006,2,4335.868333333333,0,1,0
11692,3,1,1,0,2177,1993,4,430.32,0,1,0
11693,1,2,1,0,2308,1972,4,3186.7804166666665,0,1,0
11694,1,0,0,0,361,2009,1,4789.111666666667,0,1,0
11695,1,0,0,1,1779,2007,4,2253.8575,0,1,0
11696,2,1,1,0,1527,1993,3,2877.99875,0,1,0
11697,1,3,0,0,1970,1974,3,8076.34125,0,1,0
11699,1,1,0,1,4602,1948,4,3800.9883333333332,0,1,1
11700,1,0,1,0,4634,2008,2,1995.1666666666667,0,0,0
11701,1,0,1,1,2318,1928,3,5386.820833333333,0,1,1
11702,3,0,1,0,2480,1995,2,7094.777083333333,0,1,1
11703,1,3,1,0,2711,1998,3,2673.7125,0,1,0
11704,2,1,1,0,1227,1989,2,3912.1529166666664,0,1,0
11705,1,0,1,0,1611,1997,2,55.42583333333334,0,1,0
11706,1,3,0,0,1207,1885,3,6215.2908333333335,0,1,1
11707,1,0,1,0,30724,2012,2,719.9425,0,1,1
11708,3,3,0,0,3422,1995,2,16.499195833333335,0,1,0
11710,1,2,1,0,8052,1937,1,2859.1629166666667,0,1,0
11711,1,3,1,0,3808,2011,2,211.91208333333336,0,1,0
11712,5,0,1,0,2335,1983,4,5306.345416666666,0,1,0
11713,1,0,0,0,2649,2006,3,4449.05875,0,1,0
11714,1,0,1,0,2897,1905,1,1791.1775,0,1,0
11715,2,1,0,1,4078,1923,4,2509.3125,0,1,1
11716,3,3,1,0,4086,2005,3,4790.739583333333,0,0,0
11717,1,3,0,1,1109,1992,3,2734.0362499999997,0,1,1
11718,2,3,1,0,1582,1997,3,2687.320833333333,0,1,0
11719,1,2,1,0,2641,1990,4,2781.365,0,1,1
11721,1,0,1,0,128666,2011,2,4717.034166666667,0,1,1
11722,1,0,1,0,2174,2011,4,3654.62875,0,1,1
11723,1,0,0,0,3159,2008,4,26.92119166666667,0,1,1
11724,1,3,1,0,5033,1889,3,2799.815,0,0,0
11725,1,2,1,0,2987,2003,1,4570.724583333334,0,1,1
11726,1,3,0,0,5162,1983,3,3881.486666666666,0,1,0
11727,1,3,0,0,1246,1978,3,3208.7095833333333,0,1,1
11728,1,3,0,1,2775,1995,3,3568.2179166666665,0,1,0
11729,1,2,0,0,152,1916,2,3308.1945833333334,0,0,1
11730,1,2,0,0,1636,2004,2,2797.2570833333334,0,1,0
11732,1,3,1,0,1908,2000,4,1321.9379166666665,0,1,1
11733,1,3,1,0,2062,1979,3,1232.835,0,1,0
11734,1,0,0,0,519,1984,3,3179.8191666666667,0,1,1
11735,1,3,1,0,222,1931,2,4294.010416666667,0,1,0
11736,3,0,0,1,3881,2010,4,1575.5458333333333,0,1,0
